video_id,video_path,frame_path,timestamp_s,stage_id,stage_name,source_fps,target_fps
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000000_0000.000s.jpg,0.0,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000001_0000.100s.jpg,0.1,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000002_0000.200s.jpg,0.2,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000003_0000.300s.jpg,0.3,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000004_0000.400s.jpg,0.4,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000005_0000.500s.jpg,0.5,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000006_0000.600s.jpg,0.6,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000007_0000.700s.jpg,0.7,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000008_0000.800s.jpg,0.8,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000009_0000.900s.jpg,0.9,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000010_0001.000s.jpg,1.0,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000011_0001.100s.jpg,1.1,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000012_0001.200s.jpg,1.2,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000013_0001.300s.jpg,1.3,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000014_0001.400s.jpg,1.4,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000015_0001.500s.jpg,1.5,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000016_0001.600s.jpg,1.6,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000017_0001.700s.jpg,1.7,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000018_0001.800s.jpg,1.8,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000019_0001.900s.jpg,1.9,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000020_0002.000s.jpg,2.0,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000021_0002.100s.jpg,2.1,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000022_0002.200s.jpg,2.2,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000023_0002.300s.jpg,2.3,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000024_0002.400s.jpg,2.4,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000025_0002.500s.jpg,2.5,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000026_0002.600s.jpg,2.6,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000027_0002.700s.jpg,2.7,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000028_0002.800s.jpg,2.8,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000029_0002.900s.jpg,2.9,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000030_0003.000s.jpg,3.0,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000031_0003.100s.jpg,3.1,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000032_0003.200s.jpg,3.2,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000033_0003.300s.jpg,3.3,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000034_0003.400s.jpg,3.4,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000035_0003.500s.jpg,3.5,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000036_0003.600s.jpg,3.6,0,inactive_preparation,29.97003,10.0
MVI_6268,data/raw/MVI_6268.MOV,data/processed/frames_10/MVI_6268/MVI_6268_000037_0003.700s.jpg,3.7,0,inactive_preparation,29.97003,10.0
