video_id,frame_path,timestamp_s,stage_id,stage_name,brightness_mean,brightness_std,value_mean,value_std,saturation_mean,saturation_std,hue_mean,lab_l_mean,lab_a_mean,lab_b_mean,red_mean,green_mean,blue_mean,red_green_diff,red_blue_diff,white_area_ratio,specular_highlight_ratio,dark_area_ratio,warm_area_ratio,edge_density,laplacian_var,frame_diff_score
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000000_0000.000s.jpg,0.0,0,inactive_preparation,145.0257016840417,56.76467981330608,179.57917401764234,59.605029396770924,81.63414595028067,36.17596053100965,104.47584603047314,153.5135044105854,127.31813151563753,109.5664875701684,124.4264955894146,148.93633520449077,178.89582197273455,-24.509839615076174,-54.46932638331995,0.18618283881315156,0.29528468323977547,0.0016840417000801924,0.0005132317562149158,0.047297514033680835,63.08399325862422,0.0
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000001_0000.333s.jpg,0.333333,0,inactive_preparation,144.23994386527667,56.80381760042554,178.91373696872495,60.10088758580212,82.04576583801122,36.31000443304195,104.6949077786688,152.73831595829992,127.35048115477146,109.52328789093825,123.59467522052927,148.15293504410585,178.18082598235765,-24.558259823576577,-54.58615076182838,0.1803448275862069,0.2936888532477947,0.0029430633520449077,0.0006014434643143544,0.04499599037690457,52.56442241369665,9.295525260625501
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000002_0000.667s.jpg,0.666667,0,inactive_preparation,142.54072173215718,56.37313255352861,177.178612670409,60.250725854535,82.26054530874097,36.37433959893117,104.53400160384923,151.0628789093825,127.44327987169206,109.54620689655172,122.09388933440256,146.36792301523656,176.39478748997595,-24.274033680833995,-54.30089815557339,0.16955092221331194,0.2777626303127506,0.00495589414595028,0.00044907778668805133,0.04723336006415397,64.37578176306374,18.38712910986367
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000003_0001.000s.jpg,1.0,0,inactive_preparation,142.18730553327987,56.46227843582003,176.99037690457098,60.16811788148974,82.54563753007217,36.23541039002112,104.86116279069768,150.68966319165997,127.57098636728148,109.4233279871692,121.84481154771451,145.94049719326384,176.2086928628709,-24.095685645549324,-54.36388131515638,0.16800320769847635,0.2753969526864475,0.005076182838813151,0.00048115477145148355,0.04840417000801925,61.40766485203623,7.876992782678428
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000004_0001.333s.jpg,1.333333,0,inactive_preparation,142.097016840417,56.62847251764215,177.13538091419406,60.24416654782897,82.9387730553328,36.26367944556721,104.75206094627104,150.58375300721733,127.64194867682438,109.27792301523657,121.70688051323175,145.82098636728148,176.34866880513232,-24.114105854049726,-54.64178829190057,0.16968724939855653,0.2781234963913392,0.004675220529270248,0.0006094627105052125,0.04719326383319968,62.88891817577906,2.0782919005613474
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000005_0001.667s.jpg,1.666667,0,inactive_preparation,141.89392141138734,56.74440483688361,176.81618283881315,60.439904908902726,82.77567762630312,35.91985443322306,104.94352846832398,150.34935044105853,127.66967923015237,109.3204410585405,121.62296712109061,145.57688051323174,176.05838011226945,-23.953913392141132,-54.435412991178836,0.16909382518043303,0.2777786688051323,0.004410585404971933,3.207698476343224e-05,0.04769847634322374,61.52661207047678,4.758075380914194
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000006_0002.000s.jpg,2.0,0,inactive_preparation,141.48416198877305,56.89293872973125,176.55203688853248,60.47665725911784,83.14734562951082,35.98587741694718,105.50782678428227,149.9237048917402,127.7656054530874,109.19679230152366,121.24925421010425,145.11716920609462,175.81697674418604,-23.86791499599036,-54.56772253408178,0.16885324779470728,0.2763191659983962,0.004274258219727345,3.207698476343224e-05,0.046888532477947074,60.59387443873316,5.775870088211708
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000007_0002.333s.jpg,2.333333,0,inactive_preparation,141.2441138732959,57.04882079874684,176.31766639935847,60.699755873634814,83.3344667201283,35.898111636994784,105.42406575781877,149.68522854851645,127.74825982357659,109.19872493985565,120.99040898155573,144.89336808340016,175.57417802726545,-23.90295910184443,-54.583769045709715,0.16800320769847635,0.2757578187650361,0.004522854851643945,0.000136327185244587,0.0470168404170008,60.406083176303156,2.252975140336808
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000008_0002.667s.jpg,2.666667,0,inactive_preparation,138.74489174017643,57.529992491350455,174.5073616680032,61.25786781485333,85.58740176423416,36.35887487178383,105.53331996792302,147.17311146752206,127.98137129109864,108.75279069767441,118.36147554129911,142.3313071371291,173.773865276664,-23.969831595829987,-55.41238973536488,0.157401764234162,0.26949478748997596,0.0058700882117081,0.0,0.04556535685645549,60.8020727372639,4.739751403368083
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000009_0003.000s.jpg,3.0,0,inactive_preparation,141.51873295910184,57.4276113662393,176.76197273456296,60.49676993867432,83.64247794707298,36.069787297517664,105.34823576583801,149.9186928628709,127.86230954290296,109.07436246992782,121.3228949478749,145.11252606255013,176.00672814755413,-23.78963111467523,-54.68383319967923,0.17332798716920608,0.27822774659182037,0.005052125100240577,3.207698476343224e-05,0.048003207698476345,61.26365445473305,5.886126704089816
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000010_0003.333s.jpg,3.333333,0,inactive_preparation,144.6556134723336,57.19333055092501,179.37356856455494,59.72664580219607,81.63601443464314,36.027218176710754,104.74203688853248,153.0293905372895,127.68838813151564,109.47088211708099,124.58404170008019,148.2877145148356,178.54846832397754,-23.70367281475542,-53.96442662389735,0.18704891740176424,0.2929029671210906,0.004971932638331997,0.00016840417000801925,0.04846030473135525,63.07390102565322,4.572902967121091
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000011_0003.667s.jpg,3.666667,0,inactive_preparation,144.9751964715317,57.074910769232474,179.76291098636727,59.61309034939312,81.4035926222935,35.90246923872915,105.0190376904571,153.34234963913391,127.71785084202085,109.43401764234162,124.92905372894948,148.583865276664,178.93145950280675,-23.654811547714516,-54.00240577385726,0.18890136327185245,0.2939775461106656,0.005509222133119487,0.0005773857257417803,0.04619085805934242,57.98699864830364,2.3354931836407378
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000012_0004.000s.jpg,4.0,0,inactive_preparation,145.5648195669607,56.99776041010528,180.24024057738572,59.44812695534367,81.10116279069767,35.87460751793839,104.85014434643143,153.93507618283883,127.64239775461107,109.51012830793906,125.47736166800321,149.20979149959905,179.4155974338412,-23.732429831595837,-53.938235765838,0.19230954290296712,0.2975541299117883,0.005220529270248597,0.00020048115477145148,0.0476663993584603,57.44664674808956,3.266736166800321
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000013_0004.333s.jpg,4.333333,0,inactive_preparation,147.53343223736968,56.835048795790684,181.9458700882117,58.968633461717474,79.82278267842823,35.469057261937564,105.0385084202085,155.86304731355253,127.5882437850842,109.6646511627907,127.55230152365678,151.168067361668,181.1628067361668,-23.615765838011214,-53.61050521251002,0.20008821170809943,0.32646351242983157,0.003664795509222133,0.0005693664795509222,0.04630312750601443,57.79716920088565,5.426591820368885
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000014_0004.667s.jpg,4.666667,0,inactive_preparation,148.18230152365678,56.86025870115833,182.68696070569368,58.83629240455464,79.63995188452286,35.29013421698786,105.12653568564555,156.49145148356055,127.61751403368083,109.59485966319166,128.19187650360865,151.79496391339214,181.93222935044105,-23.603087409783484,-53.740352846832394,0.20279871692060947,0.3419566960705694,0.003095429029671211,0.00016840417000801925,0.04896551724137931,57.21821112771695,2.6985565356856456
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000015_0005.000s.jpg,5.0,0,inactive_preparation,148.38363271852447,57.08999271851125,182.87299117882918,58.891152257605484,79.65314354450682,35.34889460480086,105.02532477947074,156.67711307137128,127.61406575781876,109.59546110665597,128.39467522052928,151.99984763432238,182.1264875701684,-23.6051724137931,-53.731812349639114,0.2045709703287891,0.34388933440256614,0.003360064153969527,0.0006335204490777867,0.04761828388131516,58.19261053916729,2.5339214113873294
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000016_0005.333s.jpg,5.333333,0,inactive_preparation,148.67684843624698,57.25178348138862,183.13858861267042,58.94098940337874,79.5208740978348,35.45400226181949,105.29785886126704,156.96514033680833,127.58174017642341,109.58537289494788,128.63974338412189,152.32249398556536,182.44865276663992,-23.682750601443473,-53.80890938251804,0.20572574178027264,0.34792301523656777,0.002999198075380914,0.00016840417000801925,0.04739374498797113,59.705130140340025,3.4326222935044104
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000017_0005.667s.jpg,5.666667,0,inactive_preparation,148.5812349639134,57.236763305548585,183.11028067361667,58.98324741571202,79.71389735364876,35.4016538420806,105.09218123496392,156.87092221331196,127.59627105052125,109.5535044105854,128.51387329591017,152.22053728949479,182.41129911788292,-23.706663993584613,-53.897425821972746,0.20538091419406576,0.34750601443464313,0.0035364875701684043,5.6134723336006416e-05,0.04672814755412991,59.21532186186705,1.793159582999198
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000018_0006.000s.jpg,6.0,0,inactive_preparation,149.0468404170008,57.59725344050992,183.4023736968725,58.94400796143764,79.41940657578188,35.620789798751254,105.26295910184443,157.29198877305532,127.58647153167603,109.61480352846833,129.02977546110665,152.6782518043304,182.74565356856456,-23.648476343223734,-53.71587810745791,0.21081796311146753,0.353897353648757,0.001740176423416199,0.0003929430633520449,0.04910986367281475,62.34313548506793,4.337506014434643
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000019_0006.333s.jpg,6.333333,0,inactive_preparation,149.4158781074579,57.82549090363669,183.66643945469127,58.93473906549401,79.25770649558942,35.560000498841504,105.30917401764235,157.63734562951083,127.55272654370489,109.66024859663192,129.4135044105854,153.05331194867682,183.03054530874098,-23.639807538091418,-53.61704089815558,0.21452285485164393,0.35597433841218923,0.002036888532477947,0.00016038492381716118,0.05000801924619086,62.65812185009862,4.5297594226142746
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000020_0006.667s.jpg,6.666667,0,inactive_preparation,150.0068564554932,57.90677802261278,184.1443063352045,58.808980474947795,78.84733761026463,35.685199487161974,105.17044907778669,158.2131355252606,127.53834803528468,109.71697674418604,130.04570970328788,153.64927024859662,183.52878909382517,-23.60356054530874,-53.483079390537284,0.21804330392943064,0.35869286287089014,0.0016118684843624699,0.00023255813953488373,0.04809943865276664,60.57085003231494,5.888171611868485
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000021_0007.000s.jpg,7.0,0,inactive_preparation,150.24233360064153,58.09634242682992,184.35294306335206,58.76051679623958,78.88796311146753,35.761433726884164,105.13781074578989,158.43506816359263,127.52967923015237,109.72323977546111,130.26603047313552,153.8936888532478,183.7587650360866,-23.62765838011228,-53.492734562951085,0.21913392141138732,0.36090617481956694,0.0008420208500400962,0.00044907778668805133,0.050024057738572575,60.48938251572821,3.09616680032077
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000022_0007.333s.jpg,7.333333,0,inactive_preparation,150.5866559743384,58.328449662754416,184.69530874097836,58.639903666101254,78.88792301523657,35.873313758733886,105.39741780272654,158.7660545308741,127.50422614274258,109.69538893344026,130.54119486768244,154.2639374498797,184.1516519647153,-23.72274258219727,-53.61045709703288,0.22216519647153168,0.3639133921411387,0.0008660785886126704,0.0002566158781074579,0.051932638331996794,59.64297497307089,4.72738572574178
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000023_0007.667s.jpg,7.666667,0,inactive_preparation,150.75361668003208,58.4947427790713,184.83251804330393,58.63878834962865,78.86673616680032,36.01388503298923,105.13096230954291,158.92208500400963,127.49240577385726,109.68564554931837,130.68028869286286,154.44041700080192,184.32580593424217,-23.760128307939056,-53.64551724137931,0.223785084202085,0.36582999198075383,0.00044105854049719326,3.207698476343224e-05,0.050384923817161184,60.22846810764439,5.290825982357658
MVI_6265,data/processed/frames_3/MVI_6265/MVI_6265_000024_0008.000s.jpg,8.0,0,inactive_preparation,151.0354530874098,58.58360247068687,185.0585886126704,58.516313735131355,78.79979951884523,36.076040048171045,105.06668805132317,159.19918203688854,127.46598235765838,109.70794707297514,130.94995990376904,154.7376263031275,184.56698476343223,-23.78766639935847,-53.61702485966319,0.22556535685645548,0.3672493985565357,0.0011066559743384123,0.00020048115477145148,0.05167602245388934,61.01328773653401,3.0454450681635925
