video_id,video_path,frame_path,timestamp_s,stage_id,stage_name,source_fps,target_fps
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000000_0000.000s.jpg,0.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000001_0000.333s.jpg,0.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000002_0000.667s.jpg,0.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000003_0001.000s.jpg,1.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000004_0001.333s.jpg,1.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000005_0001.667s.jpg,1.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000006_0002.000s.jpg,2.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000007_0002.333s.jpg,2.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000008_0002.667s.jpg,2.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000009_0003.000s.jpg,3.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000010_0003.333s.jpg,3.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000011_0003.667s.jpg,3.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000012_0004.000s.jpg,4.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000013_0004.333s.jpg,4.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000014_0004.667s.jpg,4.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000015_0005.000s.jpg,5.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000016_0005.333s.jpg,5.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000017_0005.667s.jpg,5.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000018_0006.000s.jpg,6.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000019_0006.333s.jpg,6.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000020_0006.667s.jpg,6.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000021_0007.000s.jpg,7.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000022_0007.333s.jpg,7.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000023_0007.667s.jpg,7.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000024_0008.000s.jpg,8.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000025_0008.333s.jpg,8.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000026_0008.667s.jpg,8.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000027_0009.000s.jpg,9.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000028_0009.333s.jpg,9.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000029_0009.667s.jpg,9.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000030_0010.000s.jpg,10.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000031_0010.333s.jpg,10.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000032_0010.667s.jpg,10.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000033_0011.000s.jpg,11.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000034_0011.333s.jpg,11.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000035_0011.667s.jpg,11.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000036_0012.000s.jpg,12.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000037_0012.333s.jpg,12.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000038_0012.667s.jpg,12.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000039_0013.000s.jpg,13.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000040_0013.333s.jpg,13.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000041_0013.667s.jpg,13.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000042_0014.000s.jpg,14.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000043_0014.333s.jpg,14.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000044_0014.667s.jpg,14.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000045_0015.000s.jpg,15.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000046_0015.333s.jpg,15.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000047_0015.667s.jpg,15.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000048_0016.000s.jpg,16.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000049_0016.333s.jpg,16.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000050_0016.667s.jpg,16.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000051_0017.000s.jpg,17.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000052_0017.333s.jpg,17.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000053_0017.667s.jpg,17.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000054_0018.000s.jpg,18.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000055_0018.333s.jpg,18.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000056_0018.667s.jpg,18.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000057_0019.000s.jpg,19.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000058_0019.333s.jpg,19.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000059_0019.667s.jpg,19.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000060_0020.000s.jpg,20.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000061_0020.333s.jpg,20.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000062_0020.667s.jpg,20.666667,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000063_0021.000s.jpg,21.0,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000064_0021.333s.jpg,21.333333,0,inactive_preparation,29.97003,3.0
MVI_6265,data/raw/MVI_6265.MOV,data/processed/frames_3/MVI_6265/MVI_6265_000065_0021.667s.jpg,21.666667,0,inactive_preparation,29.97003,3.0
